id,tahun,source,jenis_bansos,question,answer,length
641,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana cara pengusulan Pokmas sebagai pelaksana program Bantuan Permakanan bagi Lansia, dan dokumen apa yang harus disiapkan dalam proses ini?","Pengusulan pokmas dilakukan melalui koordinasi direktorat jenderal rehabilitasi sosial dengan dinas sosial provinsi atau kabupaten kota, dengan satu pokmas per kecamatan. Camat atau kepala dinas sosial daerah mengirim dokumen ke direktorat rehabilitasi sosial lansia. Dokumen yang harus disiapkan surat keputusan penetapan pokmas, surat pengusulan pelaksana, surat kesanggupan, SPTJM, surat pengukuhan swakelola, surat penetapan petugas kirim, dan surat pernyataan petugas kirim. Petugas kirim harus berdomisili di wilayah tugas, berusia 18 sampai 55 tahun, memiliki sim, mampu menggunakan aplikasi SIKSMA, sehat jasmani dan rohani, jujur, bertanggung jawab, dan bersedia menjalankan tugas administratif. Setelah dokumen lengkap, PPK menetapkan pokmas sebagai pelaksana.",915
642,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana tahapan pelaksanaan Bantuan Permakanan bagi Penyandang Disabilitas atau ODHIV, mulai dari pendataan hingga penetapan KPM?","Pelaksanaan bantuan permakanan bagi penyandang disabilitas dimulai dengan koordinasi direktorat rehabilitasi sosial penyandang disabilitas dan pusdatin kesos untuk data calon penerima. Data dipilah per kabupaten kota dan diverifikasi oleh dinas sosial daerah bersama camat atau kepala distrik, pendamping rehabilitasi sosial, pendamping PKH, dan TKSK. Verifikasi meliputi identitas lengkap, jenis disabilitas bagi penyandang disabilitas, dan alamat. Penetapan dilakukan oleh camat atau kepala distrik atau kepala dinas sosial kabupaten kota, lalu disampaikan ke direktorat dengan tembusan kepala dinas sosial provinsi. Untuk calon penerima dari lks yang belum terdaftar DTKS, pengusulan lewat pusdatin kesos. Setelah semua tahap selesai, PPK direktorat menetapkan KPM melalui surat keputusan.",923
643,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Dari mana sumber pendanaan untuk perubahan data peserta PBI Jaminan Kesehatan?,"Pendanaan dalam proses perubahan data PBI jaminan kesehatan bersumber dari berbagai anggaran, antara lain APBN sebagai sumber utama pendanaan yang disediakan oleh pemerintah pusat. APBD provinsi sebagai dana yang dialokasikan oleh pemerintah provinsi untuk mendukung pelaksanaan program di wilayahnya. APBD kabupaten kota yang disediakan oleh pemerintah daerah setempat guna membantu pelaksanaan verifikasi, validasi, dan administrasi perubahan data peserta. Sumber pendanaan lain yang sah dan tidak mengikat, yang dapat berasal dari dana hibah, bantuan sosial, atau bentuk pendanaan lainnya yang tidak bertentangan dengan peraturan perundang undangan. Pendanaan ini digunakan untuk memastikan bahwa seluruh proses perubahan data berjalan lancar, mulai dari verifikasi dan validasi, administrasi kepesertaan, hingga pengelolaan data dalam SIKSNG.",924
644,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Apa tugas dan tanggung jawab Direktorat Jenderal Pemberdayaan Sosial dalam pelaksanaan Program PENA?,"Direktorat jenderal pemberdayaan sosial bertugas menetapkan petunjuk teknis, koordinasi, sosialisasi, kerja sama nasional, menyiapkan anggaran, dan menetapkan KPM penerima bantuan pena. Unit teknis terlibat direktorat pemberdayaan komunitas adat terpencil dan kewirausahaan sosial siapkan petunjuk teknis, sosialisasi, koordinasi data calon KPM dengan DTKS, salurkan bantuan usaha, adakan pelatihan, supervisi usaha KPM. Direktorat pemberdayaan kelompok rentan sediakan data calon KPM dari sembako atau BPNT, penguatan usaha bagi KPM lulus program. Direktorat pemberdayaan masyarakat sediakan data pendamping sosial TKSK, dukung penyelenggaraan program. Direktorat potensi dan sumber daya sosial dukung pembiayaan hibah langsung dalam negeri. Sekretariat direktorat jenderal pantau, evaluasi, dan koreksi pelaksanaan program.",925
645,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana proses penunjukan Pokmas sebagai pelaksana program Bantuan Permakanan bagi Lansia, serta bagaimana cara pencairan dana bagi pelaksana program ini?","PPK direktorat rehabilitasi sosial lansia menunjuk pokmas melalui surat keputusan dan perjanjian kerja sama. Pokmas menyusun RAB biaya permakanan yang diverifikasi sebelum pencairan dana. Jika lengkap, PPK menerbitkan surat keputusan KPM dan pencairan dana. Dana ditransfer dari rekening pemerintah lainnya ke rekening pokmas melalui pos penyalur. Pokmas mengambil dana di pos penyalur dengan membawa KTP, surat keputusan, dan surat pemberitahuan pencairan, minimal dua pengurus hadir. PPK dapat memutus kontrak atau mengganti pokmas jika ada pelanggaran seperti pelaksanaan tidak sesuai ketentuan, tidak ada laporan, sisa dana tidak dikembalikan, penggunaan SIKSMA tidak optimal, atau pengurus tidak kooperatif. Pelanggaran dikenai sanksi administrasi atau pidana.",921
646,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Bagaimana peran dinas sosial Daerah Provinsi dalam mengawasi dan mengoordinasikan pelaksanaan Bantuan Permakanan bagi Penyandang Disabilitas?,"dinas sosial daerah provinsi mengawasi dan mengoordinasikan pelaksanaan bantuan permakanan di tingkat provinsi. Tugasnya melaksanakan norma, standar, prosedur, dan kriteria bantuan permakanan. Melakukan sosialisasi di wilayah kewenangannya. Melakukan supervisi, pemantauan, dan evaluasi secara mandiri atau bersama sama dengan instansi terkait. Membuat surat penetapan dan usulan pokmas sebagai pelaksana program serta dapat membentuk atau mengesahkan pokmas jika belum mendapatkan pengesahan dari kecamatan. Menugaskan pendamping sosial untuk melakukan verifikasi data dan mendampingi pokmas dalam pelaksanaan program. Membuat SPTJM hasil verifikasi data KPM. Memberikan rekomendasi kepada PPK direktorat rehabilitasi sosial lansia terkait penghapusan pokmas apabila ditemukan pelanggaran.",931
647,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Bagaimana peran pendampingan usaha dalam Program PENA dan pihak mana yang terlibat dalam proses pendampingan?,"Pendampingan usaha dalam program pena diberikan kepada KPM sesuai kebutuhan dan melibatkan pendamping sosial sejak asesmen, penyusunan proposal, penyaluran, pemanfaatan, hingga monitoring usaha. Pendampingan juga melibatkan lintas sektor, termasuk pemerintah, akademisi, badan usaha, lembaga kewirausahaan, lembaga keuangan, media, dan masyarakat. Bentuk pendampingan meliputi akses legalitas usaha. Akses literasi keuangan. Akses permodalan. Dan akses pemasaran. Metode dilakukan secara tatap muka maupun online, baik melalui pendampingan kelompok maupun kunjungan rumah. Mitra pendampingan mencakup mentor, coach, advisor, perguruan tinggi, pusat atau balai pelatihan kerja, lsm, inkubator bisnis, pengusaha sukses, lembaga pemasaran digital, dan pihak relevan lainnya. Waktu, lokasi, dan biaya disesuaikan kebutuhan pengampu KPM pena.",946
648,2024,Keputusan Direktur Jenderal Perlindungan Dan Jaminan Sosial Nomor 8/3/BS.00.01/1/2024,PKH,Bagaimana cara pengantaran langsung dana PKH ke alamat KPM PKH?,"Pos penyalur menyerahkan dana PKH langsung ke alamat KPM PKH. KPM PKH wajib menunjukkan identitas saat menerima bantuan di rumah. Jika KPM tidak di rumah, dana dapat diterima oleh anggota keluarga dalam kk. Jika KPM meninggal, bantuan diberikan ke ahli waris yang terdaftar dan dilaporkan ke unit PKH. Jika ada lebih dari satu penerima dalam kk, bantuan hanya diberikan satu kali. Jika KPM meninggal tanpa ahli waris, bantuan tidak diberikan dan dilaporkan. Jika KPM tidak ditemukan, pos penyalur menitipkan surat pemberitahuan ke ketua RT atau RW atau kepala desa. Surat berisi jenis program, nilai bantuan, lokasi kantor pos, tanggal pengambilan, dan persyaratan. Ketua RT atau RW atau kepala desa wajib menyampaikan surat ke KPM. Pos penyalur membuat bukti tanda terima surat yang ditandatangani pejabat setempat. KPM dapat mengambil bantuan di kantor pos dengan surat dan identitas.",949
649,2024,Keputusan Direktur Jenderal Perlindungan Dan Jaminan Sosial Nomor 8/3/BS.00.01/1/2024,PKH,Bagaimana tahapan dalam penyaluran dana PKH melalui Pos Penyalur?,"Pusat data dan informasi kesejahteraan sosial memilah data KPM PKH dan mengirim ke unit kerja PKH lewat aplikasi SIKSNG. PPK menetapkan surat keputusan data calon KPM PKH, disahkan KPA sebagai data bayar. Unit kerja PKH menetapkan surat keputusan pencairan dana PKH. Unit kerja PKH mengajukan spm ke kppn. Dana PKH dicairkan dari kas negara ke RPL. Unit kerja PKH memindahbukukan dana dari RPL ke rekening pos penyalur. Unit kerja PKH menginstruksikan pos penyalur memindahkan dana ke rekening giropos KPM PKH. Unit kerja PKH memberitahu dinas sosial provinsi dan kabupaten kota tentang penyaluran. Pos penyalur menyalurkan dana PKH secara tunai kepada KPM PKH. Penyaluran dapat melalui pengantaran langsung, pengambilan di kantor pos, atau pembayaran di komunitas. Untuk lansia bedridden dan penyandang disabilitas berat, dana harus diantar langsung ke alamat KPM PKH tanpa metode lain.",952
650,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Bagaimana masyarakat dapat melakukan verifikasi sanggahan masyarakat untuk penerimaan bantuan sosial?,"Masyarakat yang memiliki akun aplikasi Cekbansos mobile dapat mengajukan sanggahan dengan alasan dan foto pendukung. Sanggahan diteruskan ke pendamping sosial melalui SIKSNG untuk diverifikasi. Hasil verifikasi menjadi usulan rekomendasi pemerintah desa atau kelurahan dalam musyawarah yang didokumentasikan dengan berita acara, daftar hadir, foto kegiatan, dan publikasi. Hasil musyawarah dipublikasikan dan diunggah ke SIKSNG. Jika musyawarah tidak dilaksanakan, kepala desa atau lurah wajib mengunggah SPTJM. Usulan sanggahan harus dilengkapi dokumen pengesahan yang ditandatangani kepala daerah atau pejabat berwenang. Jika pemerintah daerah tidak menyetujui, wajib verifikasi ulang dengan bukti pendukung. Sanggahan yang disetujui muncul dalam dokumen pengesahan di SIKSNG. Sanggahan yang tidak diverifikasi tidak diproses dalam penetapan DTKS berikutnya.",961
651,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Bagaimana cara penyaluran bantuan usaha melalui Pos Penyalur dan bagaimana jika KPM meninggal dunia?,"Penyaluran bantuan usaha program pena melalui pos penyalur diprioritaskan untuk KPM yang berdomisili di kabupaten kota. Tahapannya meliputi pemadanan data siap salur, data KPM yang lolos verifikasi disampaikan ke pusdatin untuk pemadanan melalui SIKSMA. Pembukaan rekening giro kolektif oleh pos penyalur bagi KPM pena. Proses pencairan dana, direktorat pkat ks mengajukan spm ke kppn, yang memindahbukukan dana ke pos penyalur untuk disalurkan ke KPM. Penarikan dana, dapat dilakukan di kantor pos atau diantar ke rumah KPM. Jika KPM meninggal dan memiliki anggota keluarga terdaftar, bantuan dialihkan kepada keluarga yang lebih layak, jika tidak, dana dikembalikan ke kas negara. Pos penyalur wajib melaporkan hasil penyaluran secara tertulis dan elektronik kepada direktorat, termasuk penerima berhasil, rekening giro, dan bukti pengembalian dana atas bantuan gagal.",970
652,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Siapa mitra yang terlibat dalam Program PENA dan apa peran mereka masing masing dalam mendukung KPM?,"Program pena melibatkan berbagai mitra dari sektor pemerintah dan non pemerintah, yaitu kementerian lembaga mendukung pelaksanaan program sesuai tugas masing masing serta melakukan pemantauan dan evaluasi terpadu bersama Kemensos. Pelatih ahli yang memberikan pendampingan teknis berupa motivasi kewirausahaan, perencanaan dan pemetaan usaha, pengemasan produk, akses legalitas usaha, analisis pasar dan strategi pemasaran, akses pasar, pengelolaan keuangan, serta pelatihan teknis usaha di bidang kuliner, jasa, kriya, pertanian, dan peternakan. Offtaker membantu pemasaran produk dengan menjadi pembeli awal dan mendukung pemetaan potensi pasar lokal. Badan usaha atau perguruan tinggi atau lembaga keuangan menyediakan kemitraan, akses pembiayaan, peningkatan literasi dan pengelolaan keuangan usaha, serta dukungan pelatihan dan mentoring untuk pengembangan usaha KPM pena.",977
653,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Apa bentuk peningkatan kapasitas yang diberikan kepada pendamping sosial dalam Program PENA?,"Pendamping sosial pena memperoleh peningkatan kapasitas melalui beberapa bentuk pelatihan diselenggarakan oleh direktorat pena bekerja sama dengan pusdiklatbangprof, dapat melibatkan mitra ahli. Materi mencakup kewirausahaan dasar, asesmen, pemantauan, evaluasi, dan aspek terkait. Metode tatap muka. Waktu, lokasi, dan biaya disesuaikan masing masing direktorat. Seminar oleh direktorat pena dan mitra ahli. Materi motivasi, pengembangan diri, dan usaha. Metode tatap muka atau daring. Waktu, lokasi, biaya disesuaikan. Workshop oleh direktorat pena dan mitra terkait. Fokus pada penggunaan aplikasi SIKSMA. Metode tatap muka atau daring. Waktu, lokasi, biaya disesuaikan. Studi banding oleh direktorat pena. Ke lokasi pena berhasil dengan KPM sukses. Waktu dan biaya disesuaikan. Bimbingan teknis oleh direktorat pena dengan mitra ahli. Materi penyusunan proposal dan pelaporan keuangan. Metode tatap muka atau daring. Waktu, lokasi, biaya disesuaikan.",1046
654,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 30/4/HK.01/2/2024,PERMAKANAN,Apa tugas dan kewajiban Pos Penyalur dalam proses penyaluran dana Bantuan Permakanan ODHIV?,"Pos penyalur bertanggung jawab menyalurkan dana dari RPL ke rekening pokmas dan mendokumentasikan proses distribusi bantuan permakanan ODHIV. Dokumen yang harus disiapkan meliputi laporan rekening pos penyalur di kantor pusat, cabang utama, dan cabang yang digunakan untuk menyalurkan bantuan permakanan ODHIV kepada pokmas, laporan penyaluran dana kepada pokmas sesuai ketentuan peraturan perundang undangan mengenai belanja bantuan sosial dan perjanjian kerja sama dengan direktorat rehabilitasi sosial penyandang disabilitas, laporan hasil penyetoran ke kas negara yang dilampiri bukti setor berdasarkan perintah PPK, dan laporan pelaksanaan kegiatan penyaluran bantuan permakanan ODHIV kepada direktur rehabilitasi sosial penyandang disabilitas paling lambat satu bulan setelah berakhirnya penyaluran atau sesuai kebutuhan. Seluruh dokumen ini memastikan proses penyaluran dana berjalan sesuai cara yang telah ditetapkan dan mencegah terjadinya penyimpangan dalam distribusi bantuan.",1078
655,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Apa kriteria yang menyebabkan seseorang dinyatakan tidak layak bantuan sosial atau tidak masuk ke dalam DTKS?,"Seseorang dinyatakan tidak layak bantuan sosial atau tidak masuk DTKS jika ada sanggahan masyarakat yang diverifikasi dan disetujui melalui masyarakat mengajukan sanggahan lewat aplikasi cekbansos dengan alasan dan data pendukung. Sanggahan diverifikasi pendamping sosial melalui SIKSNG. Hasil verifikasi menjadi usulan rekomendasi desa atau kelurahan dalam musyawarah. Musyawarah wajib didokumentasikan dengan berita acara, daftar hadir, foto kegiatan, dan publikasi. Hasil musyawarah dipublikasikan dan diunggah ke SIKSNG. Jika musyawarah tidak dilaksanakan, kepala desa atau lurah wajib unggah SPTJM. Usulan sanggahan harus dilengkapi dokumen pengesahan dari kepala daerah atau pejabat yang mewakili. Jika pemerintah daerah tidak setuju hasil musyawarah, wajib verifikasi ulang dengan bukti pendukung. Sanggahan yang disetujui pemerintah daerah akan tercantum dalam dokumen pengesahan di SIKSNG. Sanggahan yang tidak diverifikasi tidak diproses dalam penetapan DTKS berikutnya.",1089
656,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,"Bagaimana cara perubahan data KPM dalam program Bantuan Permakanan bagi Lansia, dan langkah apa yang harus dilakukan oleh pihak terkait?","cara perubahan data KPM dilakukan sebagai berikut jika terjadi perubahan, dibuat berita acara perubahan data yang ditandatangani camat, kepala distrik, atau dinas sosial kabupaten kota. Penggantian KPM harus dipilih dari daftar pengganti yang terdaftar di aplikasi SIKSMA. Jika daftar kosong, dibuat surat keterangan resmi yang ditandatangani kepala desa atau lurah atau camat atau kepala distrik. Dalam kondisi tertentu, bantuan pada hari penyaluran tetap dapat dipertanggungjawabkan atas nama penerima yang berubah. Camat atau kepala distrik atau kepala dinas bertanggung jawab membuat berita acara, yang dikirim ke PPK direktorat rehabilitasi sosial lansia dengan tembusan ke dinas kabupaten kota. Pokmas kemudian mengunggah dokumen ke aplikasi SIKSMA, diverifikasi oleh direktorat rehabilitasi sosial lansia, yang menyetujui perubahan sebagai dasar surat keputusan PPK. KPM pengganti baru dapat menerima permakanan setelah persetujuan perubahan data.",1090
